Ticker,Historical Vol Past 1 Year,Volume_Ratio,Avg_Volume_20d,Price_Change_1d,Price_Change_5d,Price_Change_20d,Options_Proxy,Put_Call_Proxy,Short_Ratio,Short_Percent,Volume_Score,Price_Change_Score,Relative_Strength_Score,Historical_Vol_Score,Options_Score,Short_Squeeze_Score,Composite_Score,Rank
PNW,0.18,0.84,1149685.0,0.21,0.01,1.49,0.0001,0.0962,4.57,0.06,50.0,31.84713375796178,51.59235668789809,5.095541401273886,11.687898089171973,74.68152866242038,37.681528662420384,124.0
CTAS,0.25,1.05,1374915.0,-0.24,-0.44,-3.37,0.0003,0.0685,3.74,0.02,78.343949044586,13.375796178343949,24.203821656050955,39.490445859872615,29.203821656050955,46.01910828025477,37.29936305732484,125.0
EXC,0.19,0.59,6278050.0,0.72,0.85,3.12,0.0001,1.0439,3.7,0.03,8.280254777070063,49.681528662420384,63.05732484076433,10.828025477707007,29.84076433121019,59.904458598726116,37.28662420382165,126.0
FDS,0.22,0.85,444685.0,1.24,3.25,-9.04,0.0007,1.4903,5.57,0.05,53.18471337579618,22.929936305732486,9.554140127388536,21.97452229299363,67.9936305732484,86.30573248407643,37.00636942675159,127.0
LHX,0.21,0.65,1152785.0,-0.12,1.93,2.41,0.0004,0.4177,2.14,0.02,14.331210191082802,42.675159235668794,59.23566878980891,16.560509554140125,42.54777070063694,41.43312101910828,36.26433121019109,128.0
DTE,0.18,0.96,1310420.0,-0.19,0.73,0.37,0.0001,0.26,2.03,0.02,71.3375796178344,26.751592356687897,45.85987261146497,5.095541401273886,14.363057324840764,34.36305732484077,35.76433121019109,129.0
PG,0.19,0.76,7597700.0,-0.04,2.79,0.23,0.0003,0.4778,1.87,0.01,37.261146496815286,39.490445859872615,45.22292993630573,10.828025477707007,38.75796178343949,25.923566878980893,34.461783439490446,130.0
ROL,0.21,0.83,1349635.0,-0.02,1.15,0.11,0.0,0.2424,3.99,0.02,46.81528662420382,30.573248407643312,43.94904458598726,16.560509554140125,6.401273885350318,51.560509554140125,34.07643312101911,131.0
SYY,0.21,0.71,3414930.0,0.72,0.97,-0.01,0.0002,0.3109,4.61,0.03,27.388535031847134,34.394904458598724,40.76433121019109,16.560509554140125,26.751592356687894,63.72611464968153,33.761146496815286,132.0
MKTX,0.28,0.91,647995.0,1.01,-0.28,-10.38,0.0001,1.2609,3.62,0.04,63.37579617834395,8.280254777070063,7.006369426751593,54.14012738853503,32.32484076433121,62.29299363057326,33.72929936305732,133.0
CAH,0.23,1.03,2600430.0,-2.29,-1.01,-5.75,0.0006,0.2787,2.97,0.03,75.47770700636943,4.45859872611465,17.197452229299362,28.02547770700637,46.33757961783439,50.859872611464965,33.57324840764331,134.0
CBOE,0.23,0.74,957080.0,-1.13,-0.48,-0.03,0.0003,1.5897,2.87,0.03,31.528662420382165,17.197452229299362,40.12738853503185,28.02547770700637,52.70700636942675,50.6687898089172,33.17197452229299,135.0
IT,0.41,0.73,1736890.0,2.14,4.7,-29.93,0.0005,0.9122,3.15,0.04,29.617834394904456,1.910828025477707,1.2738853503184715,88.53503184713377,55.70063694267516,75.06369426751593,33.01273885350319,136.0
OKE,0.33,0.66,3585570.0,1.11,1.23,-7.05,0.0007,1.0539,3.69,0.02,15.92356687898089,19.10828025477707,14.012738853503185,71.01910828025477,64.55414012738854,51.17834394904458,32.99044585987261,137.0
PGR,0.24,0.8,3177360.0,0.1,0.83,-0.36,0.0002,0.1188,1.83,0.01,42.99363057324841,28.02547770700637,36.94267515923567,33.43949044585987,22.73885350318471,18.025477707006367,32.0859872611465,138.0
ADP,0.19,0.73,1580915.0,0.99,2.04,-0.22,0.0001,0.2151,3.46,0.01,29.617834394904456,44.5859872611465,38.21656050955414,10.828025477707007,13.59872611464968,39.87261146496815,31.684713375796182,139.0
SMCI,1.14,0.59,40993375.0,3.71,-3.28,-19.44,0.0044,0.3005,2.36,0.24,8.280254777070063,2.547770700636943,2.547770700636943,100.0,72.61146496815287,62.48407643312102,31.31210191082803,140.0
ETN,0.37,0.75,2622960.0,0.65,-0.97,-11.36,0.001,0.1997,2.78,0.02,34.71337579617834,5.095541401273886,5.095541401273886,79.93630573248409,55.60509554140127,38.75796178343949,30.66242038216561,141.0
TTD,0.82,0.53,19225815.0,1.72,2.07,-38.24,0.002,0.3907,2.26,0.07,1.910828025477707,1.2738853503184715,0.6369426751592357,99.36305732484077,68.98089171974522,70.79617834394904,29.710191082802545,142.0
TT,0.28,0.78,1297745.0,0.44,0.16,-10.16,0.0006,0.5873,2.52,0.02,40.76433121019109,7.006369426751593,7.643312101910828,54.14012738853503,54.93630573248407,39.14012738853503,28.961783439490446,143.0
CMG,0.35,0.56,19322465.0,1.7,-0.91,-6.67,0.0013,0.669,1.27,0.02,4.777070063694268,15.92356687898089,14.64968152866242,75.47770700636943,71.17834394904457,24.554140127388536,28.761146496815282,144.0
CL,0.21,0.8,5101820.0,-0.39,1.02,-2.26,0.0001,0.6531,2.45,0.02,42.99363057324841,21.656050955414013,28.02547770700637,16.560509554140125,24.872611464968152,40.254777070063696,28.614649681528668,145.0
TDG,0.29,0.61,412535.0,1.1,1.48,-12.38,0.0008,3.7302,5.23,0.03,10.828025477707007,9.554140127388536,3.821656050955414,59.23566878980891,73.85350318471338,67.67515923566879,28.356687898089174,146.0
EQR,0.24,0.62,2395330.0,1.54,1.78,-3.13,0.0001,0.5738,2.9,0.02,11.464968152866243,35.03184713375796,25.477707006369428,33.43949044585987,23.152866242038215,48.757961783439484,28.353503184713375,147.0
MMC,0.18,0.59,2476225.0,-0.27,1.61,0.07,0.0005,10.9155,2.21,0.01,8.280254777070063,31.210191082802545,43.31210191082803,5.095541401273886,66.59235668789809,27.70700636942675,28.31528662420382,148.0
SBAC,0.25,0.6,860225.0,0.9,1.84,-4.25,0.0002,6.9048,2.65,0.02,10.191082802547772,26.11464968152866,20.382165605095544,39.490445859872615,49.49044585987261,46.24203821656051,28.140127388535035,149.0
SO,0.18,0.59,5604650.0,-0.15,1.23,-0.13,0.0002,0.5478,5.93,0.03,8.280254777070063,29.29936305732484,38.853503184713375,5.095541401273886,32.48407643312102,67.80254777070064,27.54458598726115,150.0
FTNT,0.44,0.55,11187305.0,2.92,1.15,-23.66,0.0006,0.3444,4.44,0.03,3.1847133757961785,3.1847133757961785,1.910828025477707,91.40127388535032,48.2484076433121,63.59872611464968,26.71019108280255,151.0
CME,0.18,0.83,1911260.0,-1.39,-1.61,-3.59,0.0008,0.3573,2.53,0.02,46.81528662420382,5.7324840764331215,22.929936305732486,5.095541401273886,54.17197452229299,35.89171974522293,25.152866242038222,152.0
ICE,0.19,0.7,3193310.0,0.8,-0.29,-2.04,0.0002,0.9663,2.87,0.01,24.840764331210192,24.203821656050955,29.29936305732484,10.828025477707007,39.745222929936304,26.56050955414013,25.133757961783438,153.0
RSG,0.18,0.86,1376880.0,-0.48,0.63,-4.42,0.0001,1.5862,1.62,0.01,56.36942675159236,12.738853503184714,19.10828025477707,5.095541401273886,34.23566878980892,16.369426751592357,24.10509554140128,154.0
CLX,0.21,0.67,1919285.0,0.39,-1.52,-7.09,0.0004,1.4636,3.37,0.06,17.51592356687898,7.643312101910828,13.375796178343949,16.560509554140125,56.87898089171974,66.84713375796179,22.945859872611464,155.0
WM,0.18,0.71,1869705.0,-1.13,0.09,-1.15,0.0002,0.4144,2.29,0.01,27.388535031847134,15.286624203821656,32.48407643312102,5.095541401273886,29.235668789808912,23.02547770700637,21.78662420382166,156.0
BRO,0.24,0.42,3771655.0,0.27,1.38,-6.35,0.0001,0.2727,1.61,0.03,0.6369426751592357,16.560509554140125,15.92356687898089,33.43949044585987,14.936305732484076,43.789808917197455,18.34076433121019,157.0
